order_date,product_category,region,quantity,revenue
2023-03-14,Electronics,South,1,108.66
2023-03-14,Clothing,North,3,43.89
2023-03-14,Clothing,South,3,64.65
2023-03-14,Clothing,East,3,112.33
2023-03-14,Clothing,South,4,28.64
2023-03-14,Clothing,South,3,107.85
2023-03-14,Clothing,East,4,58.32
2023-03-14,Clothing,East,1,36.44
2023-03-14,Clothing,East,3,151.95
2023-03-14,Clothing,West,4,73.79
2023-03-14,Clothing,North,1,68.37
2023-03-14,Clothing,West,3,80.74
2023-03-14,Clothing,West,1,66.49
2023-03-14,Clothing,East,2,40.41
2023-03-14,Clothing,North,2,26.42
2023-03-14,Clothing,West,2,37.75
2023-03-14,Clothing,West,2,31.27
2023-03-14,Clothing,North,3,26.34
2023-03-14,Clothing,South,4,77.99
2023-03-14,Clothing,West,2,40.79
2023-03-14,Clothing,East,1,82.93
2023-03-14,Clothing,South,2,83.05
2023-03-14,Clothing,East,4,59.27
2023-03-14,Clothing,East,1,35.77
2023-03-14,Clothing,West,4,55.63
2023-03-14,Home & Garden,South,4,86.13
2023-03-14,Home & Garden,South,1,124.92
2023-03-14,Home & Garden,West,1,88.88
2023-03-14,Home & Garden,South,3,80.46
2023-03-14,Home & Garden,West,1,105.98
2023-03-14,Home & Garden,North,3,50.48
2023-03-14,Home & Garden,South,1,79.29
2023-03-14,Home & Garden,West,4,58.41
2023-03-14,Home & Garden,South,3,36.91
2023-03-14,Home & Garden,North,3,60.87
2023-03-14,Home & Garden,West,4,39.5
2023-03-14,Home & Garden,North,1,100.91
2023-03-14,Home & Garden,North,3,67.59
2023-03-14,Home & Garden,East,2,77.2
2023-03-14,Home & Garden,North,3,97.09
2023-03-14,Sports,West,3,45.34
2023-03-14,Sports,North,4,19.6
2023-03-14,Sports,East,1,16.44
2023-03-14,Sports,West,1,51.13
2023-03-14,Sports,East,3,145.98
2023-03-14,Sports,South,4,75.68
2023-03-14,Sports,North,4,78.28
2023-03-14,Sports,North,3,23.8
2023-03-14,Sports,East,1,60.26
2023-03-14,Sports,South,3,86.82
2023-03-14,Beauty,West,4,29.23
2023-03-14,Beauty,East,2,30.37
2023-03-14,Beauty,East,3,71.3
2023-03-14,Beauty,South,2,45.02
2023-03-14,Beauty,South,4,24.23
2023-03-14,Beauty,East,2,28.98
2023-03-14,Beauty,North,1,26.22
2023-03-14,Beauty,South,2,46.75
2023-03-14,Beauty,North,4,35.67
2023-03-14,Beauty,South,2,45.33
2023-03-14,Beauty,West,4,22.9
2023-03-14,Beauty,West,2,88.01
2023-03-14,Beauty,South,2,47.67
2023-03-14,Beauty,South,1,14.3
2023-03-14,Beauty,South,2,98.65
2023-03-14,Beauty,North,1,26.23
2023-03-14,Beauty,North,2,76.13
2023-03-14,Beauty,East,4,42.24
2023-03-14,Beauty,South,4,13.46
2023-03-14,Beauty,South,1,13.4
2023-03-14,Beauty,North,3,97.58
2023-03-14,Beauty,West,1,67.08
2023-03-15,Electronics,East,3,147.49
2023-03-15,Electronics,South,2,257.72
2023-03-15,Electronics,East,2,124.47
2023-03-15,Electronics,North,1,166.18
2023-03-15,Electronics,West,2,111.45
2023-03-15,Electronics,South,1,136.35
2023-03-15,Electronics,South,2,194.37
2023-03-15,Electronics,North,4,266.78
2023-03-15,Electronics,South,3,170.62
2023-03-15,Electronics,North,3,174.23
2023-03-15,Electronics,West,2,181.57
2023-03-15,Electronics,South,4,195.86
2023-03-15,Electronics,North,4,145.04
2023-03-15,Electronics,East,2,31.55
2023-03-15,Electronics,East,2,71.84
2023-03-15,Electronics,West,3,123.39
2023-03-15,Clothing,East,1,68.15
2023-03-15,Clothing,South,3,93.58
2023-03-15,Clothing,East,2,51.68
2023-03-15,Clothing,West,2,35.62
2023-03-15,Clothing,South,1,49.67
2023-03-15,Clothing,South,3,30.43
2023-03-15,Clothing,West,3,36.32
2023-03-15,Clothing,North,2,22.1
2023-03-15,Clothing,South,4,79.22
2023-03-15,Clothing,South,4,76.19
2023-03-15,Clothing,East,4,51.64
2023-03-15,Clothing,North,4,38.87
2023-03-15,Clothing,South,4,136.59
2023-03-15,Clothing,East,2,42.97
2023-03-15,Clothing,West,3,66.18
2023-03-15,Clothing,East,1,63.06
2023-03-15,Clothing,West,2,60.6
2023-03-15,Clothing,North,2,24.64
2023-03-15,Clothing,East,1,40.55
2023-03-15,Clothing,West,3,95.31
2023-03-15,Clothing,East,4,62.35
2023-03-15,Clothing,East,3,26.13
2023-03-15,Clothing,North,2,90.42
2023-03-15,Clothing,North,3,41.8
2023-03-15,Clothing,North,4,36.33
2023-03-15,Clothing,North,1,36.84
2023-03-15,Home & Garden,South,1,108.25
2023-03-15,Home & Garden,East,2,71.57
2023-03-15,Home & Garden,West,4,25.9
2023-03-15,Home & Garden,West,3,155.03
2023-03-15,Home & Garden,South,3,66.93
2023-03-15,Home & Garden,West,2,100.98
2023-03-15,Home & Garden,North,2,49.39
2023-03-15,Home & Garden,South,3,32.4
2023-03-15,Home & Garden,East,2,80.94
2023-03-15,Home & Garden,West,3,70.33
2023-03-15,Home & Garden,North,1,111.6
2023-03-15,Home & Garden,South,3,71.84
2023-03-15,Home & Garden,South,1,148.45
2023-03-15,Sports,North,1,34.96
2023-03-15,Sports,North,2,76.53
2023-03-15,Sports,East,1,55.59
2023-03-15,Sports,West,3,137.59
2023-03-15,Sports,West,1,49.17
2023-03-15,Sports,East,4,19.63
2023-03-15,Sports,South,2,73.64
2023-03-15,Sports,East,2,59.63
2023-03-15,Sports,North,3,68.14
2023-03-15,Beauty,West,1,45.17
2023-03-15,Beauty,South,3,36.61
2023-03-15,Beauty,North,3,73.89
2023-03-15,Beauty,North,2,58.72
2023-03-15,Beauty,North,2,62.07
2023-03-15,Beauty,North,1,66.93
2023-03-15,Beauty,North,4,116.78
2023-03-15,Beauty,East,3,54.35
2023-03-15,Beauty,East,1,84.22
2023-03-15,Beauty,West,1,97.24
2023-03-15,Beauty,West,4,36.99
2023-03-15,Beauty,East,1,57.59
2023-03-15,Beauty,East,4,65.06
2023-03-15,Beauty,East,3,63.14
2023-03-15,Beauty,West,2,84.37
2023-03-15,Beauty,South,4,29.5
2023-03-15,Beauty,East,4,39.93
2023-03-15,Beauty,West,2,41.36
2023-03-15,Beauty,East,2,26.14
2023-03-15,Beauty,East,1,32.02
2023-03-16,Electronics,West,3,157.16
2023-03-16,Electronics,West,2,198.98
2023-03-16,Electronics,South,1,76.72
2023-03-16,Electronics,North,3,216.47
2023-03-16,Electronics,South,2,74.29
2023-03-16,Electronics,North,4,85.31
2023-03-16,Electronics,North,1,71.31
2023-03-16,Electronics,South,3,75.39
2023-03-16,Electronics,North,1,200.11
2023-03-16,Electronics,North,3,133.72
2023-03-16,Electronics,West,1,157.55
2023-03-16,Electronics,East,2,52.9
2023-03-16,Electronics,East,1,116.69
2023-03-16,Electronics,East,2,89.12
2023-03-16,Electronics,North,1,165.12
2023-03-16,Electronics,East,3,72.0
2023-03-16,Electronics,South,2,123.02
2023-03-16,Electronics,West,3,62.13
2023-03-16,Clothing,North,1,78.16
2023-03-16,Clothing,West,3,56.87
2023-03-16,Clothing,West,4,32.88
2023-03-16,Clothing,East,4,45.54
2023-03-16,Clothing,South,2,73.63
2023-03-16,Clothing,North,2,18.94
2023-03-16,Clothing,West,3,46.42
2023-03-16,Clothing,West,4,36.36
2023-03-16,Clothing,North,1,21.94
2023-03-16,Clothing,East,1,22.54
2023-03-16,Clothing,East,1,137.78
2023-03-16,Clothing,South,4,31.0
2023-03-16,Clothing,East,1,33.95
2023-03-16,Clothing,South,1,84.97
2023-03-16,Clothing,North,4,50.1
2023-03-16,Clothing,West,3,56.37
2023-03-16,Clothing,East,4,63.37
2023-03-16,Clothing,West,3,59.91
2023-03-16,Clothing,East,1,19.48
2023-03-16,Clothing,South,4,57.08
2023-03-16,Clothing,South,3,27.89
2023-03-16,Clothing,South,3,81.38
2023-03-16,Home & Garden,East,2,20.1
2023-03-16,Home & Garden,South,2,84.9
2023-03-16,Home & Garden,East,1,135.82
2023-03-16,Home & Garden,West,3,123.14
2023-03-16,Home & Garden,North,1,172.65
2023-03-16,Home & Garden,West,2,51.09
2023-03-16,Home & Garden,North,1,75.78
2023-03-16,Home & Garden,West,2,98.43
2023-03-16,Home & Garden,North,2,98.66
2023-03-16,Home & Garden,North,4,36.23
2023-03-16,Home & Garden,West,1,71.05
2023-03-16,Home & Garden,North,2,88.98
2023-03-16,Home & Garden,South,1,143.56
2023-03-16,Home & Garden,North,3,113.74
2023-03-16,Sports,West,2,41.9
2023-03-16,Sports,North,2,54.27
2023-03-16,Sports,West,1,32.54
2023-03-16,Sports,North,4,46.63
2023-03-16,Sports,South,2,56.9
2023-03-16,Sports,East,1,61.85
2023-03-16,Sports,South,1,70.62
2023-03-16,Sports,North,2,100.63
2023-03-16,Sports,West,1,61.79
2023-03-16,Sports,North,1,34.74
2023-03-16,Sports,South,1,37.57
2023-03-16,Sports,North,2,61.03
2023-03-16,Sports,West,3,98.5
2023-03-16,Sports,South,4,91.15
2023-03-16,Beauty,West,1,78.5
2023-03-16,Beauty,West,3,64.39
2023-03-16,Beauty,South,2,42.95
2023-03-16,Beauty,South,4,14.18
2023-03-16,Beauty,North,1,19.88
2023-03-16,Beauty,South,4,26.28
2023-03-16,Beauty,West,4,45.74
2023-03-16,Beauty,East,4,45.2
2023-03-16,Beauty,West,2,39.82
2023-03-16,Beauty,West,3,71.24
2023-03-16,Beauty,East,1,10.05
2023-03-16,Beauty,East,2,27.99
2023-03-16,Beauty,North,4,97.56
2023-03-16,Beauty,South,4,59.84
2023-03-16,Beauty,West,4,22.61
2023-03-16,Beauty,East,2,29.73
2023-03-16,Beauty,North,1,23.63
2023-03-16,Beauty,East,4,37.14
2023-03-16,Beauty,South,4,56.71
2023-03-16,Beauty,South,2,19.44
2023-03-16,Beauty,West,1,64.81
2023-03-17,Electronics,East,1,107.81
2023-03-17,Electronics,South,1,229.12
2023-03-17,Electronics,North,4,80.76
2023-03-17,Electronics,North,1,215.13
2023-03-17,Electronics,West,2,212.69
2023-03-17,Electronics,East,3,138.48
2023-03-17,Electronics,South,4,214.68
2023-03-17,Electronics,East,4,136.61
2023-03-17,Electronics,North,1,65.67
2023-03-17,Electronics,South,3,72.25
2023-03-17,Electronics,South,1,223.03
2023-03-17,Electronics,East,4,68.55
2023-03-17,Electronics,East,2,41.39
2023-03-17,Electronics,East,3,165.2
2023-03-17,Electronics,West,1,154.21
2023-03-17,Electronics,West,3,120.15
2023-03-17,Electronics,East,2,203.35
2023-03-17,Electronics,West,4,138.45
2023-03-17,Electronics,North,3,129.39
2023-03-17,Electronics,East,1,223.59
2023-03-17,Electronics,West,3,233.24
2023-03-17,Clothing,South,1,63.53
2023-03-17,Clothing,South,4,91.49
2023-03-17,Clothing,West,2,69.35
2023-03-17,Clothing,North,2,87.15
2023-03-17,Clothing,West,1,72.56
2023-03-17,Clothing,East,1,32.5
2023-03-17,Clothing,West,1,32.62
2023-03-17,Clothing,West,2,86.89
2023-03-17,Clothing,South,2,57.26
2023-03-17,Clothing,East,2,75.34
2023-03-17,Clothing,East,4,60.99
2023-03-17,Clothing,West,2,87.46
2023-03-17,Clothing,West,2,60.38
2023-03-17,Clothing,West,1,46.21
2023-03-17,Clothing,East,3,32.88
2023-03-17,Clothing,North,1,83.02
2023-03-17,Clothing,South,3,62.63
2023-03-17,Clothing,East,4,40.38
2023-03-17,Clothing,South,4,60.63
2023-03-17,Clothing,North,1,45.8
2023-03-17,Clothing,North,3,43.9
2023-03-17,Clothing,East,1,44.33
2023-03-17,Clothing,North,2,63.96
2023-03-17,Home & Garden,North,1,107.62
2023-03-17,Home & Garden,North,4,41.83
2023-03-17,Home & Garden,East,2,56.32
2023-03-17,Home & Garden,West,4,98.61
2023-03-17,Home & Garden,East,1,147.99
2023-03-17,Home & Garden,West,3,110.36
2023-03-17,Home & Garden,East,1,141.0
2023-03-17,Home & Garden,East,4,63.35
2023-03-17,Home & Garden,North,4,81.47
2023-03-17,Home & Garden,East,2,96.95
2023-03-17,Home & Garden,East,3,47.63
2023-03-17,Home & Garden,North,4,103.82
2023-03-17,Home & Garden,East,2,141.34
2023-03-17,Home & Garden,East,3,69.79
2023-03-17,Home & Garden,North,2,106.26
2023-03-17,Sports,East,4,80.15
2023-03-17,Sports,East,4,98.21
2023-03-17,Sports,East,2,66.36
2023-03-17,Sports,South,2,73.6
2023-03-17,Sports,South,2,31.53
2023-03-17,Sports,South,1,40.21
2023-03-17,Sports,South,4,34.54
2023-03-17,Sports,East,1,59.97
2023-03-17,Sports,East,3,65.45
2023-03-17,Sports,South,4,121.07
2023-03-17,Sports,South,1,37.2
2023-03-17,Sports,East,3,113.84
2023-03-17,Sports,West,4,94.43
2023-03-17,Sports,West,3,68.9
2023-03-17,Beauty,North,2,15.82
2023-03-17,Beauty,North,4,61.17
2023-03-17,Beauty,North,2,81.62
2023-03-17,Beauty,West,1,66.05
2023-03-17,Beauty,East,2,53.69
2023-03-17,Beauty,West,4,55.53
2023-03-17,Beauty,East,2,65.43
2023-03-17,Beauty,South,3,54.96
2023-03-17,Beauty,South,4,14.64
2023-03-17,Beauty,East,2,37.71
2023-03-17,Beauty,North,3,31.46
2023-03-17,Beauty,West,2,27.13
2023-03-17,Beauty,South,1,53.56
2023-03-17,Beauty,North,2,39.07
2023-03-17,Beauty,South,4,25.63
2023-03-17,Beauty,South,4,29.15
2023-03-17,Beauty,North,2,62.87
2023-03-17,Beauty,North,2,41.71
2023-03-17,Beauty,East,3,47.36
2023-03-18,Electronics,East,2,76.4
2023-03-18,Electronics,West,2,302.49
2023-03-18,Electronics,East,4,245.34
2023-03-18,Electronics,South,2,94.96
2023-03-18,Electronics,West,2,101.46
2023-03-18,Electronics,South,4,211.28
2023-03-18,Electronics,West,1,180.38
2023-03-18,Electronics,West,4,134.23
2023-03-18,Electronics,West,3,120.12
2023-03-18,Electronics,East,2,43.34
2023-03-18,Electronics,North,4,198.29
2023-03-18,Electronics,West,1,71.67
2023-03-18,Electronics,East,3,90.86
2023-03-18,Clothing,South,3,71.17
2023-03-18,Clothing,East,1,51.09
2023-03-18,Clothing,North,2,61.84
2023-03-18,Clothing,North,1,123.15
2023-03-18,Clothing,East,2,12.37
2023-03-18,Clothing,East,4,78.64
2023-03-18,Clothing,East,4,76.34
2023-03-18,Clothing,West,3,62.01
2023-03-18,Clothing,East,4,93.95
2023-03-18,Clothing,East,3,19.0
2023-03-18,Clothing,East,2,70.63
2023-03-18,Clothing,North,1,50.22
2023-03-18,Clothing,West,3,74.07
2023-03-18,Clothing,West,1,59.14
2023-03-18,Clothing,West,2,27.42
2023-03-18,Clothing,South,2,69.29
2023-03-18,Home & Garden,East,1,101.89
2023-03-18,Home & Garden,North,1,120.92
2023-03-18,Home & Garden,North,3,21.02
2023-03-18,Home & Garden,East,4,152.75
2023-03-18,Home & Garden,North,1,80.79
2023-03-18,Home & Garden,South,4,42.77
2023-03-18,Home & Garden,West,3,166.25
2023-03-18,Sports,North,2,84.77
2023-03-18,Sports,East,4,68.54
2023-03-18,Sports,South,1,29.58
2023-03-18,Sports,North,3,106.39
2023-03-18,Sports,East,2,66.42
2023-03-18,Sports,East,3,92.29
2023-03-18,Sports,South,3,38.58
2023-03-18,Beauty,South,4,28.88
2023-03-18,Beauty,North,2,33.77
2023-03-18,Beauty,North,4,18.58
2023-03-18,Beauty,North,4,64.19
2023-03-18,Beauty,East,1,36.59
2023-03-18,Beauty,West,4,30.72
2023-03-18,Beauty,West,4,28.93
2023-03-18,Beauty,South,4,31.1
2023-03-18,Beauty,West,4,45.33
2023-03-18,Beauty,North,3,9.96
2023-03-18,Beauty,East,1,37.59
2023-03-18,Beauty,East,3,46.38
2023-03-18,Beauty,West,4,51.06
2023-03-18,Beauty,North,1,97.99
2023-03-18,Beauty,East,2,63.18
2023-03-18,Beauty,West,1,86.96
2023-03-19,Electronics,East,4,186.8
2023-03-19,Electronics,South,3,102.81
2023-03-19,Electronics,East,2,82.07
2023-03-19,Electronics,North,2,253.15
2023-03-19,Electronics,North,1,180.03
2023-03-19,Electronics,East,4,373.92
2023-03-19,Electronics,West,2,86.53
2023-03-19,Electronics,West,4,147.68
2023-03-19,Electronics,East,2,58.48
2023-03-19,Electronics,West,2,176.61
2023-03-19,Electronics,West,2,134.38
2023-03-19,Electronics,West,3,217.87
2023-03-19,Clothing,North,3,68.39
2023-03-19,Clothing,North,2,16.83
2023-03-19,Clothing,East,1,63.23
2023-03-19,Clothing,East,1,90.13
2023-03-19,Clothing,West,4,19.95
2023-03-19,Clothing,West,4,91.28
2023-03-19,Clothing,West,2,54.51
2023-03-19,Clothing,South,2,52.94
2023-03-19,Clothing,West,4,169.59
2023-03-19,Clothing,North,3,63.58
2023-03-19,Clothing,East,3,101.25
2023-03-19,Clothing,East,3,53.07
2023-03-19,Clothing,South,1,72.46
2023-03-19,Clothing,South,2,66.7
2023-03-19,Clothing,East,1,82.2
2023-03-19,Clothing,West,1,64.8
2023-03-19,Clothing,West,1,72.5
2023-03-19,Clothing,East,1,47.64
2023-03-19,Clothing,North,4,95.42
2023-03-19,Clothing,West,3,56.68
2023-03-19,Clothing,East,3,58.84
2023-03-19,Home & Garden,West,2,102.62
2023-03-19,Home & Garden,West,4,28.89
2023-03-19,Home & Garden,North,2,94.17
2023-03-19,Home & Garden,South,3,101.34
2023-03-19,Home & Garden,West,1,138.48
2023-03-19,Home & Garden,West,4,112.44
2023-03-19,Home & Garden,East,1,84.97
2023-03-19,Home & Garden,North,4,152.36
2023-03-19,Sports,North,2,42.19
2023-03-19,Sports,South,1,43.93
2023-03-19,Sports,West,1,102.67
2023-03-19,Sports,North,4,93.6
2023-03-19,Sports,South,2,47.33
2023-03-19,Sports,South,1,58.6
2023-03-19,Sports,South,1,122.18
2023-03-19,Sports,West,3,106.17
2023-03-19,Beauty,South,1,89.4
2023-03-19,Beauty,South,3,38.33
2023-03-19,Beauty,West,2,68.2
2023-03-19,Beauty,North,1,82.42
2023-03-19,Beauty,North,4,79.37
2023-03-19,Beauty,South,3,16.63
2023-03-19,Beauty,East,4,80.26
2023-03-19,Beauty,South,4,39.2
2023-03-19,Beauty,South,4,25.6
2023-03-19,Beauty,North,2,26.07
2023-03-19,Beauty,West,3,23.84
2023-03-19,Beauty,East,3,51.76
2023-03-19,Beauty,East,1,110.26
2023-03-19,Beauty,North,4,27.1
2023-03-19,Beauty,South,4,48.64
2023-03-20,Electronics,South,4,62.34
2023-03-20,Electronics,West,3,150.45
2023-03-20,Electronics,West,3,219.31
2023-03-20,Electronics,West,4,156.73
2023-03-20,Electronics,East,3,109.62
2023-03-20,Electronics,South,2,38.31
2023-03-20,Electronics,East,1,74.89
2023-03-20,Electronics,West,2,214.97
2023-03-20,Electronics,East,2,172.37
2023-03-20,Electronics,East,1,117.06
2023-03-20,Electronics,West,4,93.11
2023-03-20,Electronics,East,3,78.71
2023-03-20,Electronics,North,1,244.17
2023-03-20,Electronics,North,1,98.01
2023-03-20,Electronics,West,4,73.54
2023-03-20,Electronics,North,2,91.15
2023-03-20,Electronics,South,1,104.42
2023-03-20,Electronics,West,1,37.16
2023-03-20,Electronics,West,3,163.81
2023-03-20,Clothing,East,2,42.59
2023-03-20,Clothing,East,1,39.29
2023-03-20,Clothing,South,4,57.1
2023-03-20,Clothing,North,4,28.86
2023-03-20,Clothing,East,2,46.41
2023-03-20,Clothing,South,4,58.89
2023-03-20,Clothing,West,2,37.27
2023-03-20,Clothing,East,4,47.65
2023-03-20,Clothing,North,3,18.39
2023-03-20,Clothing,South,4,73.01
2023-03-20,Clothing,East,3,93.06
2023-03-20,Clothing,North,3,112.4
2023-03-20,Clothing,West,2,64.33
2023-03-20,Clothing,South,3,108.39
2023-03-20,Clothing,South,1,61.55
2023-03-20,Clothing,East,4,110.01
2023-03-20,Clothing,North,2,17.41
2023-03-20,Clothing,East,1,57.21
2023-03-20,Clothing,West,2,67.83
2023-03-20,Clothing,South,1,81.77
2023-03-20,Clothing,West,2,39.3
2023-03-20,Clothing,South,1,109.61
2023-03-20,Clothing,South,2,34.61
2023-03-20,Clothing,South,1,56.07
2023-03-20,Clothing,South,4,57.4
2023-03-20,Clothing,East,1,106.79
2023-03-20,Clothing,North,3,34.29
2023-03-20,Clothing,South,1,95.58
2023-03-20,Clothing,South,4,59.0
2023-03-20,Home & Garden,South,3,107.55
2023-03-20,Home & Garden,North,1,37.97
2023-03-20,Home & Garden,North,4,29.86
2023-03-20,Home & Garden,East,3,29.88
2023-03-20,Home & Garden,South,1,132.79
2023-03-20,Home & Garden,East,2,100.71
2023-03-20,Home & Garden,North,4,44.77
2023-03-20,Home & Garden,North,4,125.4
2023-03-20,Home & Garden,West,4,60.23
2023-03-20,Home & Garden,West,2,144.44
2023-03-20,Home & Garden,North,4,84.02
2023-03-20,Home & Garden,North,4,124.61
2023-03-20,Home & Garden,North,3,29.82
2023-03-20,Sports,West,3,91.69
2023-03-20,Sports,East,1,15.45
2023-03-20,Sports,South,3,122.55
2023-03-20,Sports,West,1,26.2
2023-03-20,Sports,West,3,83.21
2023-03-20,Sports,North,2,40.01
2023-03-20,Sports,South,2,177.58
2023-03-20,Sports,East,3,50.98
2023-03-20,Sports,West,2,34.1
2023-03-20,Sports,East,4,68.1
2023-03-20,Sports,South,2,38.1
2023-03-20,Sports,North,3,64.81
2023-03-20,Beauty,East,2,16.47
2023-03-20,Beauty,West,4,71.19
2023-03-20,Beauty,North,1,54.13
2023-03-20,Beauty,East,1,47.96
2023-03-20,Beauty,East,1,6.79
2023-03-20,Beauty,East,4,56.82
2023-03-20,Beauty,South,4,71.37
2023-03-20,Beauty,South,3,35.55
2023-03-20,Beauty,North,2,54.51
2023-03-20,Beauty,East,2,67.13
2023-03-20,Beauty,South,4,40.91
2023-03-20,Beauty,North,4,55.76
2023-03-20,Beauty,South,1,64.76
2023-03-20,Beauty,South,3,44.4
2023-03-20,Beauty,East,4,49.33
2023-03-20,Beauty,East,2,84.48
2023-03-20,Beauty,West,1,50.84
2023-03-21,Electronics,East,2,267.86
2023-03-21,Electronics,East,2,237.35
2023-03-21,Electronics,North,3,229.16
2023-03-21,Electronics,East,3,242.62
2023-03-21,Electronics,South,3,403.88
2023-03-21,Electronics,North,3,476.9
2023-03-21,Electronics,South,3,82.38
2023-03-21,Electronics,West,4,143.31
2023-03-21,Electronics,North,3,194.73
2023-03-21,Electronics,East,1,220.83
2023-03-21,Electronics,South,1,286.88
2023-03-21,Electronics,West,2,352.18
2023-03-21,Electronics,West,2,146.67
2023-03-21,Electronics,South,2,132.72
2023-03-21,Electronics,South,1,142.21
2023-03-21,Electronics,East,1,90.58
2023-03-21,Electronics,West,3,66.45
2023-03-21,Electronics,East,3,133.58
2023-03-21,Clothing,West,3,137.67
2023-03-21,Clothing,East,3,82.54
2023-03-21,Clothing,South,4,56.24
2023-03-21,Clothing,West,3,31.92
2023-03-21,Clothing,South,4,121.77
2023-03-21,Clothing,West,1,13.66
2023-03-21,Clothing,East,2,112.35
2023-03-21,Clothing,North,1,49.3
2023-03-21,Clothing,East,2,137.62
2023-03-21,Clothing,North,4,53.51
2023-03-21,Clothing,South,1,47.56
2023-03-21,Clothing,South,4,88.83
2023-03-21,Clothing,North,1,71.33
2023-03-21,Clothing,West,4,74.71
2023-03-21,Clothing,West,2,34.48
2023-03-21,Clothing,North,3,74.91
2023-03-21,Clothing,South,2,37.86
2023-03-21,Clothing,East,4,28.07
2023-03-21,Clothing,North,4,21.16
2023-03-21,Clothing,North,1,128.65
2023-03-21,Clothing,West,2,34.35
2023-03-21,Clothing,North,1,125.56
2023-03-21,Clothing,West,4,41.44
2023-03-21,Clothing,West,4,22.04
2023-03-21,Clothing,East,1,80.56
2023-03-21,Home & Garden,West,4,117.58
2023-03-21,Home & Garden,North,1,14.96
2023-03-21,Home & Garden,West,4,72.47
2023-03-21,Home & Garden,South,1,43.33
2023-03-21,Home & Garden,East,2,77.05
2023-03-21,Home & Garden,North,1,110.12
2023-03-21,Home & Garden,North,3,106.11
2023-03-21,Home & Garden,West,4,123.49
2023-03-21,Home & Garden,West,1,113.63
2023-03-21,Home & Garden,North,1,46.06
2023-03-21,Home & Garden,North,1,111.08
2023-03-21,Home & Garden,North,4,187.51
2023-03-21,Sports,East,4,51.51
2023-03-21,Sports,West,4,31.24
2023-03-21,Sports,North,2,73.94
2023-03-21,Sports,South,4,97.85
2023-03-21,Sports,North,4,96.07
2023-03-21,Sports,East,3,73.82
2023-03-21,Sports,West,2,70.6
2023-03-21,Sports,South,3,75.36
2023-03-21,Sports,East,4,86.29
2023-03-21,Sports,West,2,102.16
2023-03-21,Sports,East,1,56.57
2023-03-21,Sports,West,1,73.43
2023-03-21,Beauty,South,3,14.19
2023-03-21,Beauty,West,1,44.97
2023-03-21,Beauty,West,3,67.54
2023-03-21,Beauty,North,1,75.94
2023-03-21,Beauty,South,2,4.1
2023-03-21,Beauty,West,4,74.47
2023-03-21,Beauty,North,2,100.33
2023-03-21,Beauty,South,2,110.72
2023-03-21,Beauty,South,3,33.54
2023-03-21,Beauty,West,2,62.26
2023-03-21,Beauty,South,3,43.45
2023-03-21,Beauty,North,4,34.22
2023-03-21,Beauty,North,2,81.21
2023-03-21,Beauty,South,4,26.99
2023-03-21,Beauty,North,4,56.66
2023-03-21,Beauty,South,1,51.16
2023-03-21,Beauty,North,3,34.66
2023-03-21,Beauty,West,3,79.92
2023-03-21,Beauty,West,3,50.38
2023-03-21,Beauty,North,3,64.41
2023-03-21,Beauty,East,3,33.29
2023-03-22,Electronics,North,2,88.01
2023-03-22,Electronics,North,3,351.79
2023-03-22,Electronics,East,3,41.32
2023-03-22,Electronics,East,2,179.76
2023-03-22,Electronics,North,1,146.64
2023-03-22,Electronics,West,4,114.14
2023-03-22,Electronics,South,4,160.84
2023-03-22,Electronics,South,2,146.11
2023-03-22,Electronics,North,2,135.2
2023-03-22,Electronics,North,4,78.44
2023-03-22,Electronics,West,4,188.8
2023-03-22,Electronics,East,2,208.98
2023-03-22,Electronics,East,3,190.59
2023-03-22,Electronics,West,4,126.33
2023-03-22,Electronics,South,4,54.07
2023-03-22,Clothing,North,2,56.48
2023-03-22,Clothing,West,4,33.3
2023-03-22,Clothing,East,1,93.65
2023-03-22,Clothing,North,1,57.85
2023-03-22,Clothing,North,3,34.72
2023-03-22,Clothing,West,3,113.75
2023-03-22,Clothing,North,1,53.06
2023-03-22,Clothing,East,4,60.14
2023-03-22,Clothing,North,3,139.64
2023-03-22,Clothing,North,4,63.49
2023-03-22,Clothing,South,4,126.41
2023-03-22,Clothing,South,1,43.95
2023-03-22,Clothing,West,3,64.02
2023-03-22,Clothing,North,4,74.76
2023-03-22,Clothing,West,2,52.59
2023-03-22,Clothing,South,1,26.67
2023-03-22,Clothing,West,2,59.29
2023-03-22,Clothing,East,3,65.99
2023-03-22,Clothing,West,4,51.14
2023-03-22,Clothing,East,3,64.23
2023-03-22,Clothing,West,3,69.8
2023-03-22,Clothing,North,2,35.17
2023-03-22,Clothing,West,2,50.47
2023-03-22,Clothing,East,4,26.82
2023-03-22,Clothing,East,4,122.33
2023-03-22,Clothing,East,2,50.93
2023-03-22,Clothing,North,1,16.54
2023-03-22,Home & Garden,North,1,44.84
2023-03-22,Home & Garden,East,3,60.18
2023-03-22,Home & Garden,East,1,58.35
2023-03-22,Home & Garden,West,4,168.11
2023-03-22,Home & Garden,West,3,114.53
2023-03-22,Home & Garden,West,4,73.27
2023-03-22,Home & Garden,West,3,37.02
2023-03-22,Home & Garden,South,4,89.67
2023-03-22,Home & Garden,West,3,146.02
2023-03-22,Home & Garden,South,1,64.87
2023-03-22,Home & Garden,West,3,57.04
2023-03-22,Home & Garden,North,1,62.23
